variant,strategy,timeframe,return_pct,cagr,max_dd,pf,wr,trades,sharpe,sortino,avg_hold_hours,fees_total,funding_total,avg_win,avg_loss,long_trades,short_trades,stop_exits,signal_exits
macd_daily_4h,MACD + daily EMA200 4h,4h,-10.17,-4.8,-22.66,0.92,30.53,190,-0.255,-0.259,45.4,774.41,48.39,175.14,-83.71,126,64,13,176
