entry_time,exit_time,dir,entry,exit,qty,pnl,reason
2021-01-11 06:00:00+00:00,2021-01-11 08:00:00+00:00,short,32924.52,35587.32237154986,0.03755442051142374,-101.02916901537341,stop_or_trail
2021-01-12 07:00:00+00:00,2021-01-12 13:00:00+00:00,long,36452.84,33852.168946976795,0.03806314074006927,-100.0601200899585,stop_or_trail
2021-01-14 13:00:00+00:00,2021-01-15 12:00:00+00:00,long,39044.13,37529.32589526041,0.06468764297796252,-99.97044965956323,stop_or_trail
2021-01-15 15:00:00+00:00,2021-01-16 00:00:00+00:00,short,35691.31,37299.44255802301,0.06031182076904582,-98.75028468678194,stop_or_trail
2021-01-17 07:00:00+00:00,2021-01-17 21:00:00+00:00,short,34787.55,36250.53663826681,0.06562048979423106,-97.86652138118247,stop_or_trail
2021-01-21 08:00:00+00:00,2021-01-21 19:00:00+00:00,short,33277.88,32659.309303906157,0.06996035419927728,41.430229348576155,stop_or_trail
2021-01-21 22:00:00+00:00,2021-01-22 02:00:00+00:00,short,30918.79,30823.46547899115,0.054009897668606,3.8145904648971665,stop_or_trail
2021-01-26 03:00:00+00:00,2021-01-26 23:00:00+00:00,short,31520.68,32801.69806608727,0.0745310977864864,-97.39328972960733,stop_or_trail
2021-01-27 11:00:00+00:00,2021-01-27 14:00:00+00:00,short,30647.15,30524.58377045777,0.08189153171157641,8.033357482959648,stop_or_trail
2021-01-27 14:00:00+00:00,2021-01-27 16:00:00+00:00,short,29585.22,30869.803770457773,0.07362858351669395,-96.36257053401438,stop_or_trail
2021-01-29 00:00:00+00:00,2021-01-29 04:00:00+00:00,long,34166.57,32940.822130561326,0.07637660244506214,-95.66863156595183,stop_or_trail
2021-01-29 08:00:00+00:00,2021-01-29 09:00:00+00:00,long,36397.81,36141.1171878519,0.04955558305203352,-14.15844550357021,stop_or_trail
2021-01-29 09:00:00+00:00,2021-01-29 18:00:00+00:00,long,37044.39,34828.5271878519,0.04175357176630145,-93.72056735364686,stop_or_trail
2021-02-02 19:00:00+00:00,2021-02-03 08:00:00+00:00,long,35805.48,35987.64359176941,0.08829326051864685,13.548277879214528,stop_or_trail
2021-02-03 16:00:00+00:00,2021-02-04 03:00:00+00:00,long,37180.11,37466.20745859547,0.09405954717762066,24.10171787670485,stop_or_trail
2021-02-06 09:00:00+00:00,2021-02-07 00:00:00+00:00,long,39957.35,38906.02989028078,0.08747048628213425,-94.71876851086924,stop_or_trail
2021-02-08 23:00:00+00:00,2021-02-10 15:00:00+00:00,long,46451.32,44309.11995679622,0.04248543166589814,-92.55469213811885,stop_or_trail
2021-02-11 13:00:00+00:00,2021-02-14 13:00:00+00:00,long,47715.09,48700.21971435693,0.052173008829048836,49.38507056290951,stop_or_trail
2021-02-17 09:00:00+00:00,2021-02-19 16:00:00+00:00,long,51538.73,53751.20837937474,0.060376815417701415,131.03957025721442,stop_or_trail
2021-02-19 18:00:00+00:00,2021-02-20 14:00:00+00:00,long,55548.25,56264.845285135976,0.07026089812988492,47.20619293032824,stop_or_trail
2021-02-22 13:00:00+00:00,2021-02-22 14:00:00+00:00,short,52191.44,50585.03436345012,0.042633924080542215,66.73467018911198,stop_or_trail
2021-02-23 08:00:00+00:00,2021-02-24 01:00:00+00:00,short,46585.52,49903.643847548534,0.028037049230987737,-94.11251024305301,stop_or_trail
2021-02-26 05:00:00+00:00,2021-02-26 16:00:00+00:00,short,45561.21,47917.38573977593,0.03908421388574348,-93.5506915376552,stop_or_trail
2021-02-28 15:00:00+00:00,2021-02-28 21:00:00+00:00,short,43424.6,45310.1278025839,0.04834390112174952,-92.86968281320709,stop_or_trail
2021-03-01 15:00:00+00:00,2021-03-02 16:00:00+00:00,long,49184.51,47570.50711563383,0.0559014322069973,-92.38857043428422,stop_or_trail
2021-03-02 16:00:00+00:00,2021-03-03 04:00:00+00:00,short,47557.22,48999.12994803781,0.06193256884001285,-91.69318023398968,stop_or_trail
2021-03-03 07:00:00+00:00,2021-03-03 14:00:00+00:00,long,49769.54,51201.21290454252,0.07079390795199444,98.49447414676033,stop_or_trail
2021-03-07 09:00:00+00:00,2021-03-08 07:00:00+00:00,long,50961.29,49760.319722151486,0.07441416470121094,-92.3672458390126,stop_or_trail
2021-03-08 23:00:00+00:00,2021-03-09 01:00:00+00:00,long,52429.43,52375.3757073166,0.06940449758194348,-6.661180979554665,stop_or_trail
2021-03-09 01:00:00+00:00,2021-03-10 01:00:00+00:00,long,53638.46,54575.36965237987,0.061093205911090555,54.59436240197962,stop_or_trail
2021-03-10 13:00:00+00:00,2021-03-11 08:00:00+00:00,long,56336.37,54822.27279970338,0.058731275241438646,-91.53625495120627,stop_or_trail
2021-03-13 19:00:00+00:00,2021-03-14 16:00:00+00:00,long,60804.75,59358.04931211608,0.06083462709355015,-90.93352049806842,stop_or_trail
2021-03-15 09:00:00+00:00,2021-03-16 06:00:00+00:00,short,55937.33,55232.574214423905,0.041872470998968216,27.647882756819566,stop_or_trail
2021-03-16 21:00:00+00:00,2021-03-17 09:00:00+00:00,long,56503.16,54887.7206220399,0.05408846761945536,-89.7866253018392,stop_or_trail
2021-03-17 18:00:00+00:00,2021-03-18 08:00:00+00:00,long,57614.18,58172.10576006484,0.0496495715774366,25.401279166223127,stop_or_trail
2021-03-21 09:00:00+00:00,2021-03-21 13:00:00+00:00,short,56009.76,57354.77946688704,0.06448441019621029,-89.65688521050679,stop_or_trail
2021-03-23 05:00:00+00:00,2021-03-23 12:00:00+00:00,short,53571.88,55195.58740714231,0.05286433860863924,-88.13618626317296,stop_or_trail
2021-03-24 22:00:00+00:00,2021-03-25 12:00:00+00:00,short,52540.81,52229.46005315453,0.048584803576596045,13.090778814590925,stop_or_trail
2021-03-25 12:00:00+00:00,2021-03-26 05:00:00+00:00,short,51101.16,52874.600053154536,0.047977806719033705,-87.08117566575898,stop_or_trail
2021-03-27 16:00:00+00:00,2021-03-28 19:00:00+00:00,long,56180.01,54976.3206279289,0.06996402418713796,-87.3257300232258,stop_or_trail
2021-04-03 21:00:00+00:00,2021-04-04 03:00:00+00:00,short,57686.0,57636.74729257242,0.08142092829090206,0.25432710454631025,stop_or_trail
2021-04-05 05:00:00+00:00,2021-04-05 11:00:00+00:00,short,56949.2,57773.288412606686,0.1011350688072036,-87.98522501593368,stop_or_trail
2021-04-05 14:00:00+00:00,2021-04-06 14:00:00+00:00,long,59263.37,58335.55654939648,0.08888035198066617,-86.64527965574085,stop_or_trail
2021-04-13 09:00:00+00:00,2021-04-14 08:00:00+00:00,long,63050.43,63760.05754874268,0.0643606860006474,42.40747185375146,stop_or_trail
2021-04-16 10:00:00+00:00,2021-04-16 15:00:00+00:00,short,60377.99,61660.872172122974,0.06393572984827077,-85.14306547314827,stop_or_trail
2021-04-17 02:00:00+00:00,2021-04-17 11:00:00+00:00,long,62230.99,61106.28637331183,0.07217063713780565,-84.73110925676734,stop_or_trail
2021-04-17 15:00:00+00:00,2021-04-18 03:00:00+00:00,short,60338.15,52579.65168120095,0.06938177502068325,535.1646098484349,stop_or_trail
2021-04-18 03:00:00+00:00,2021-04-18 04:00:00+00:00,short,54849.46,52704.50227540088,0.03386826454088275,71.18892922702744,stop_or_trail
2021-04-19 15:00:00+00:00,2021-04-19 20:00:00+00:00,short,54577.19,56298.83287523178,0.05017695764334565,-88.61217022886213,stop_or_trail
2021-04-22 20:00:00+00:00,2021-04-23 01:00:00+00:00,short,51678.33,51601.539192381686,0.046476386727354636,1.6489292152804402,stop_or_trail
2021-04-23 07:00:00+00:00,2021-04-23 18:00:00+00:00,short,48000.81,50466.62604847638,0.03468108226085148,-86.883152117182,stop_or_trail
2021-04-26 09:00:00+00:00,2021-04-28 04:00:00+00:00,long,53467.59,54704.90340444333,0.05230520444030772,62.45473682320673,stop_or_trail
2021-04-30 23:00:00+00:00,2021-05-02 03:00:00+00:00,long,57684.16,56469.65815720056,0.07021223192864172,-88.47888280679464,stop_or_trail
2021-05-04 00:00:00+00:00,2021-05-04 18:00:00+00:00,short,55318.69,54786.437132479485,0.055649731585465316,27.16880090466863,stop_or_trail
2021-05-05 10:00:00+00:00,2021-05-06 06:00:00+00:00,long,55700.0,56597.99707568319,0.05413166150166364,46.178522864359984,stop_or_trail
2021-05-08 08:00:00+00:00,2021-05-08 15:00:00+00:00,long,58958.01,57623.243911091486,0.0637726491415634,-88.09544763488186,stop_or_trail
2021-05-10 00:00:00+00:00,2021-05-10 10:00:00+00:00,long,58913.17,57692.919651747696,0.0690355180953843,-87.46059972254493,stop_or_trail
2021-05-10 20:00:00+00:00,2021-05-10 21:00:00+00:00,short,55271.0,55088.73964135762,0.04479669347887874,6.187160847804069,stop_or_trail
2021-05-12 18:00:00+00:00,2021-05-12 22:00:00+00:00,short,54141.12,53396.565780029676,0.055325613820013525,38.81308385231415,stop_or_trail
2021-05-12 22:00:00+00:00,2021-05-12 23:00:00+00:00,short,52944.27,50842.62751002755,0.04567839699219933,94.10333234981492,stop_or_trail
2021-05-12 23:00:00+00:00,2021-05-13 00:00:00+00:00,short,49595.76,48463.49983073988,0.036238187774129495,39.609660674520605,stop_or_trail
2021-05-15 06:00:00+00:00,2021-05-15 20:00:00+00:00,short,48992.35,48532.32754907943,0.05531286145600301,23.287410503294744,stop_or_trail
2021-05-15 23:00:00+00:00,2021-05-16 04:00:00+00:00,short,46793.41,48520.04165646047,0.04945236302325262,-87.27140564764868,stop_or_trail
2021-05-16 18:00:00+00:00,2021-05-17 06:00:00+00:00,short,45400.31,44609.3366301224,0.04547787792441019,34.33441126816707,stop_or_trail
2021-05-19 01:00:00+00:00,2021-05-19 04:00:00+00:00,short,40875.75,40844.42133677576,0.04194313209996467,-0.05701771651453447,stop_or_trail
2021-05-19 04:00:00+00:00,2021-05-19 11:00:00+00:00,short,39342.9,38685.1354538089,0.038578811025229476,24.17168259282537,stop_or_trail
2021-05-19 12:00:00+00:00,2021-05-19 13:00:00+00:00,short,35060.39,33025.81710047808,0.024613649639283332,49.407924495677754,stop_or_trail
2021-05-21 20:00:00+00:00,2021-05-22 10:00:00+00:00,short,35191.24,38096.74069576961,0.029458561671408014,-86.45545483228766,stop_or_trail
2021-05-23 07:00:00+00:00,2021-05-23 08:00:00+00:00,short,35911.08,35819.991208931875,0.045167524743060586,2.8182892509148223,stop_or_trail
2021-05-23 08:00:00+00:00,2021-05-23 17:00:00+00:00,short,34348.88,33788.32372458557,0.04137823364303676,22.067069679968974,stop_or_trail
2021-05-28 21:00:00+00:00,2021-05-29 03:00:00+00:00,short,35046.99,36734.54819204092,0.05035451273586255,-86.42198022527026,stop_or_trail
2021-06-01 00:00:00+00:00,2021-06-01 02:00:00+00:00,long,37777.37,36635.67448245804,0.07367283954348147,-86.30483878582041,stop_or_trail
