signal_time,entry_time,exit_time,dir,entry,exit,qty,gross_pnl,fees,funding,pnl,hold_hours,reason,coin
2025-10-31 06:00:00+00:00,2025-10-31 07:00:00+00:00,2025-10-31 19:00:00+00:00,short,109606.1083,109490.83739999999,0.056557714043627395,6.519458599752571,-5.576230081229742,0.9318102549829532,1.8750387735057827,12.0,max_hold,BTC
2025-11-24 00:00:00+00:00,2025-11-24 01:00:00+00:00,2025-11-24 13:00:00+00:00,short,86678.9885,86011.79579999999,0.06740507075351339,44.97217114972859,-5.238105540399548,0.019816366486864134,39.7538819758159,12.0,max_hold,BTC
2025-12-16 17:00:00+00:00,2025-12-16 18:00:00+00:00,2025-12-17 06:00:00+00:00,short,87053.876,86604.9737,0.06634846697002764,29.78397942431954,-5.1848993040180495,-0.5170529019998097,24.08202721830168,12.0,max_hold,BTC
2026-01-08 23:00:00+00:00,2026-01-09 00:00:00+00:00,2026-01-09 12:00:00+00:00,short,91051.6763,90461.1302,0.09234572070849895,54.53440521609392,-7.542868920329166,1.2579264815621196,48.24946277732688,12.0,max_hold,BTC
2026-01-15 17:00:00+00:00,2026-01-15 18:00:00+00:00,2026-01-16 06:00:00+00:00,short,96596.0125,95681.69589999999,0.07468801245234222,68.28848960618362,-6.462377945679161,1.0701317096174707,62.89624337012193,12.0,max_hold,BTC
2026-01-30 20:00:00+00:00,2026-01-30 21:00:00+00:00,2026-01-31 09:00:00+00:00,short,83886.8264,83070.9138,0.05518931466574646,45.02965722114791,-4.146427466900887,0.6443586231523711,41.52758837739939,12.0,max_hold,BTC
2026-02-02 20:00:00+00:00,2026-02-02 21:00:00+00:00,2026-02-03 09:00:00+00:00,short,77907.6207,78730.6121,0.056061051013906786,-46.13776285940651,-3.951586781878053,-0.4876294380192105,-50.57697907930377,12.0,max_hold,BTC
2026-02-11 18:00:00+00:00,2026-02-11 19:00:00+00:00,2026-02-12 07:00:00+00:00,long,67264.1732,67059.876,0.059391629573006526,-12.133543625202481,-3.589975877774717,0.4803149898324461,-15.243204513144752,12.0,max_hold,BTC
2026-03-20 05:00:00+00:00,2026-03-20 06:00:00+00:00,2026-03-20 18:00:00+00:00,short,70544.8302,69995.9925,0.09427663313924363,51.742570495886596,-5.962372012248922,0.6624531364956259,46.442651620133304,12.0,max_hold,BTC
2026-04-09 05:00:00+00:00,2026-04-09 06:00:00+00:00,2026-04-09 18:00:00+00:00,long,70971.285,72295.3049,0.10820630076055081,143.26729551235434,-6.976056472046052,0.06288868349711127,136.3541277238054,12.0,max_hold,BTC
2026-04-18 08:00:00+00:00,2026-04-18 09:00:00+00:00,2026-04-18 21:00:00+00:00,short,76668.9924,75727.71149999999,0.12556858502328078,118.19531072244182,-8.6113073119207,-0.8130874772321451,108.77091593328898,12.0,max_hold,BTC
2026-04-19 15:00:00+00:00,2026-04-19 16:00:00+00:00,2026-04-20 04:00:00+00:00,short,75787.257,74628.3818,0.1331251685566979,154.27545633617632,-9.010848270966024,-0.5401138768895133,144.7244941883208,12.0,max_hold,BTC
2026-04-20 07:00:00+00:00,2026-04-20 08:00:00+00:00,2026-04-20 20:00:00+00:00,long,74819.4391,76236.1223,0.11284023739115205,159.85886859605688,-7.670315433433386,-0.25807401294630355,151.93047914967718,12.0,max_hold,BTC
2026-05-03 05:00:00+00:00,2026-05-03 06:00:00+00:00,2026-05-03 18:00:00+00:00,long,78236.4639,78674.3906,0.23656757129824063,103.59925582565236,-16.704008891728474,-1.373697103136115,85.52154983078778,12.0,max_hold,BTC
