signal_time,entry_time,exit_time,dir,entry,exit,qty,gross_pnl,fees,funding,pnl,hold_hours,reason,coin
2025-10-31 06:00:00+00:00,2025-10-31 07:00:00+00:00,2025-10-31 22:00:00+00:00,short,109606.1083,109618.8758,0.15082057077726552,-1.9256016373968061,-14.87863675376953,3.104782843735115,-13.69945554743122,15.0,max_hold,BTC
2025-11-06 00:00:00+00:00,2025-11-06 01:00:00+00:00,2025-11-06 16:00:00+00:00,short,103670.8894,100847.2451,0.16350458701364895,461.6787951449439,-15.047843903200983,3.1604721337170165,449.7914233754599,15.0,max_hold,BTC
2025-11-08 03:00:00+00:00,2025-11-08 04:00:00+00:00,2025-11-08 19:00:00+00:00,short,102500.24070000001,101972.5826,0.1713172079426967,90.39691244035083,-15.76337093456237,0.0,74.63354150578846,15.0,max_hold,BTC
2025-11-20 09:00:00+00:00,2025-11-20 10:00:00+00:00,2025-11-21 01:00:00+00:00,short,91862.433,87090.1192,0.17172160152159793,819.5093686996235,-13.82850848707261,0.0,805.6808602125509,15.0,max_hold,BTC
2025-11-24 00:00:00+00:00,2025-11-24 01:00:00+00:00,2025-11-24 16:00:00+00:00,short,86678.9885,87696.1756118754,0.20337071307336788,-206.866068271138,-15.958260660472941,0.0,-222.82432893161095,15.0,trail_stop,BTC
2025-12-07 21:00:00+00:00,2025-12-07 22:00:00+00:00,2025-12-08 01:00:00+00:00,short,90158.9442,91317.81866259103,0.2207006321590303,-255.7643264867975,-18.023416328676724,0.0,-273.78774281547425,3.0,trail_stop,BTC
2025-12-16 17:00:00+00:00,2025-12-16 18:00:00+00:00,2025-12-17 09:00:00+00:00,short,87053.876,86394.9107,0.19064018935723562,125.62526957184963,-14.879839293121846,0.0,110.74543027872778,15.0,max_hold,BTC
2025-12-17 22:00:00+00:00,2025-12-17 23:00:00+00:00,2025-12-18 14:00:00+00:00,long,86342.8951,88277.5088,0.16598346379386986,321.1138830290749,-13.04284476978296,0.0,308.0710382592919,15.0,max_hold,BTC
2026-01-03 11:00:00+00:00,2026-01-03 12:00:00+00:00,2026-01-03 21:00:00+00:00,short,89694.0837,90668.17731505523,0.37702558499271904,-367.25821505387046,-30.600534136414808,0.0,-397.85874919028527,9.0,trail_stop,BTC
2026-01-08 23:00:00+00:00,2026-01-09 00:00:00+00:00,2026-01-09 15:00:00+00:00,short,91051.6763,91581.1050511069,0.2652164530243307,-140.41321549767264,-21.79674831415892,0.0,-162.20996381183156,15.0,trail_stop,BTC
2026-01-12 17:00:00+00:00,2026-01-12 18:00:00+00:00,2026-01-13 09:00:00+00:00,short,91453.5557,92448.64663766632,0.24252105469439456,-241.3305037196696,-20.070070232198752,0.0,-261.40057395186835,15.0,trail_stop,BTC
2026-01-15 17:00:00+00:00,2026-01-15 18:00:00+00:00,2026-01-16 09:00:00+00:00,short,96596.0125,95633.68149999999,0.20513839246155013,197.41103435591714,-17.74516068474106,0.0,179.6658736711761,15.0,max_hold,BTC
2026-01-16 22:00:00+00:00,2026-01-16 23:00:00+00:00,2026-01-17 14:00:00+00:00,short,95512.3377,95523.6485,0.30493599419066697,-3.449070043089361,-26.21418677014119,0.0,-29.66325681323055,15.0,max_hold,BTC
2026-01-26 17:00:00+00:00,2026-01-26 18:00:00+00:00,2026-01-27 09:00:00+00:00,long,87676.295,87823.645,0.23542661993944103,34.690112448078004,-18.592810953198615,0.0,16.09730149487939,15.0,max_hold,BTC
2026-01-27 11:00:00+00:00,2026-01-27 12:00:00+00:00,2026-01-28 03:00:00+00:00,long,87981.3865,89065.2724,0.32712045400575657,354.5612476984408,-26.062012547806646,0.0,328.49923515063415,15.0,max_hold,BTC
2026-01-28 15:00:00+00:00,2026-01-28 16:00:00+00:00,2026-01-29 07:00:00+00:00,short,89418.1665,88352.4978,0.2630929890328513,280.36996360175533,-21.04659694486916,0.0,259.32336665688615,15.0,max_hold,BTC
2026-01-30 20:00:00+00:00,2026-01-30 21:00:00+00:00,2026-01-31 12:00:00+00:00,short,83886.8264,82756.8196,0.16154912718167913,182.5516122493627,-12.114511002752723,0.0,170.43710124660998,15.0,max_hold,BTC
2026-02-02 20:00:00+00:00,2026-02-02 21:00:00+00:00,2026-02-03 12:00:00+00:00,short,77907.6207,78322.48969999999,0.1659274647725441,-68.83816138271919,-11.665289762913005,0.0,-80.5034511456322,15.0,max_hold,BTC
2026-02-11 18:00:00+00:00,2026-02-11 19:00:00+00:00,2026-02-12 10:00:00+00:00,long,67264.1732,67967.6036,0.1754056330150337,123.38565459401792,-10.674186936008287,0.0,112.71146765800964,15.0,max_hold,BTC
2026-03-01 18:00:00+00:00,2026-03-01 19:00:00+00:00,2026-03-02 10:00:00+00:00,long,66297.88339999999,66260.11600000001,0.22310904672494924,-8.42624861127593,-13.308699996855175,0.9533799447056592,-20.781568663425446,15.0,max_hold,BTC
2026-03-13 20:00:00+00:00,2026-03-13 21:00:00+00:00,2026-03-14 12:00:00+00:00,long,71337.3948,70708.781,0.2233415960492838,-140.39560939060348,-14.276168827141117,0.0,-154.6717782177446,15.0,max_hold,BTC
2026-03-20 05:00:00+00:00,2026-03-20 06:00:00+00:00,2026-03-20 21:00:00+00:00,short,70544.8302,70532.15329999999,0.27729844925678865,3.5152847113850045,-17.604192937668998,0.0,-14.088908226283994,15.0,max_hold,BTC
2026-04-02 16:00:00+00:00,2026-04-02 17:00:00+00:00,2026-04-03 08:00:00+00:00,long,67072.1156,66915.9192,0.3078903067126111,-48.09135750340591,-18.564127708676406,0.0,-66.65548521208231,15.0,max_hold,BTC
2026-04-09 05:00:00+00:00,2026-04-09 06:00:00+00:00,2026-04-09 21:00:00+00:00,long,70971.285,72223.3265,0.314536454751243,393.8126946114259,-20.267966448311206,0.0,373.5447281631147,15.0,max_hold,BTC
2026-04-18 08:00:00+00:00,2026-04-18 09:00:00+00:00,2026-04-19 00:00:00+00:00,short,76668.9924,75644.6866,0.3722922829379101,381.3411447085431,-25.51734327491191,0.0,355.82380143363116,15.0,max_hold,BTC
2026-04-19 15:00:00+00:00,2026-04-19 16:00:00+00:00,2026-04-20 07:00:00+00:00,short,75787.257,75157.6685507233,0.4026804516462532,253.5229611060028,-27.352156857513897,0.0,226.1708042484889,15.0,trail_stop,BTC
2026-04-20 07:00:00+00:00,2026-04-20 08:00:00+00:00,2026-04-20 23:00:00+00:00,long,74819.4391,75778.25970000001,0.3430841824125101,328.95618163127455,-23.250459764701553,0.0,305.705721866573,15.0,max_hold,BTC
2026-04-27 14:00:00+00:00,2026-04-27 15:00:00+00:00,2026-04-27 15:00:00+00:00,long,77785.3286,76531.99717805136,0.41537471656847214,-520.6021841582743,-28.8447819554982,0.0,-549.4469661137725,0.0,stop,BTC
2026-05-03 05:00:00+00:00,2026-05-03 06:00:00+00:00,2026-05-03 21:00:00+00:00,long,78236.4639,78777.3597,0.6947798968891786,375.80352815178867,-49.09052167694266,0.0,326.713006474846,15.0,max_hold,BTC
2026-05-13 05:00:00+00:00,2026-05-13 06:00:00+00:00,2026-05-13 21:00:00+00:00,short,80955.706,79386.8089,0.478630887424275,750.9226112503725,-34.53519608929217,0.0,716.3874151610803,15.0,max_hold,BTC
