entry_time,exit_time,dir,entry,exit,qty,pnl,reason
2025-01-16 19:15:00+00:00,2025-01-16 21:15:00+00:00,long,99736.79973669999,99996.68852000662,0.20405459472001486,32.653232350792685,stop
2025-01-16 23:15:00+00:00,2025-01-17 01:30:00+00:00,long,99999.099999,101056.46588999074,0.1714856009862077,164.083958004816,stop
2025-01-17 01:45:00+00:00,2025-01-17 06:45:00+00:00,long,101666.10166599999,101374.0,0.07058703572239608,-27.784590187200983,time_stop
2025-01-17 15:00:00+00:00,2025-01-17 17:30:00+00:00,long,103322.103322,104576.36633451885,0.10492831433833787,120.70048565324011,stop
2025-01-18 00:45:00+00:00,2025-01-18 03:15:00+00:00,long,104562.00456189999,104036.2,0.22504751586665783,-141.8032643623992,stop
2025-01-18 15:15:00+00:00,2025-01-18 15:30:00+00:00,long,104140.10414,104251.43163872913,0.12151110665849421,0.8665845067312619,stop
2025-01-18 17:15:00+00:00,2025-01-18 22:15:00+00:00,long,103840.00383989999,104166.6,0.07993809915068258,17.793649967431964,time_stop
2025-01-18 22:30:00+00:00,2025-01-18 23:45:00+00:00,long,104174.2041741,104324.91787994943,0.1600784180658066,7.437906799950589,stop
2025-01-19 01:30:00+00:00,2025-01-19 02:15:00+00:00,long,104383.60438349999,104852.85342428579,0.2898888276604591,105.70239858532703,stop
2025-01-19 02:30:00+00:00,2025-01-19 05:00:00+00:00,long,105290.00528989999,104451.7,0.14267835998480818,-134.57082519510948,stop
2025-01-19 05:45:00+00:00,2025-01-19 07:30:00+00:00,long,104816.6048165,105153.69903480931,0.19379980270543756,44.98269127129647,stop
2025-01-19 13:00:00+00:00,2025-01-19 14:15:00+00:00,long,105021.105021,105051.3229816627,0.1673591478217075,-12.521519120261416,stop
2025-01-20 13:30:00+00:00,2025-01-20 15:15:00+00:00,long,107525.60752549999,106463.88510433713,0.11023758735071902,-128.83656083811692,stop
2025-01-21 16:15:00+00:00,2025-01-21 21:15:00+00:00,long,106347.00634689999,106200.0,0.0382155015528138,-9.679216503777877,time_stop
2025-01-21 21:45:00+00:00,2025-01-21 23:00:00+00:00,long,106512.106512,105670.2,0.1428810102284514,-135.45086410599077,hard_kill
