signal_time,entry_time,exit_time,dir,entry,exit,qty,gross_pnl,fees,funding,pnl,hold_hours,bars_held,reason
2025-10-30 12:00:00+00:00,2025-10-30 16:00:00+00:00,2025-11-04 20:00:00+00:00,short,107742.2247,100516.0506,0.0322202436318817,232.8290900283936,-3.019559565834671,5.138128993895942,234.9476594564549,124.0,30,max_hold_time
2025-11-04 16:00:00+00:00,2025-11-04 20:00:00+00:00,2025-11-10 00:00:00+00:00,short,100495.9494,104758.4748,0.03228479731893123,-137.61476860579623,-2.98196886784992,4.185687619033217,-136.41104985461294,124.0,30,max_hold_time
2025-11-11 04:00:00+00:00,2025-11-11 08:00:00+00:00,2025-11-16 12:00:00+00:00,short,104733.52560000001,95673.5664,0.03774504427499005,341.9685611336039,-3.403968552252902,5.790671080819992,344.355263662171,124.0,30,max_hold_time
2025-11-16 08:00:00+00:00,2025-11-16 12:00:00+00:00,2025-11-21 04:00:00+00:00,short,95654.4336,82388.02635107064,0.019009066236442218,252.18201411451543,-1.5229894113490556,2.487091685472011,253.1461163886384,112.0,28,profit_target_50pct
2025-11-16 08:00:00+00:00,2025-11-16 12:00:00+00:00,2025-11-21 16:00:00+00:00,short,95654.4336,82906.2898,0.019009066236442218,242.3303098858903,-1.527422678251937,2.7239855202704892,243.52687272790888,124.0,30,max_hold_time
2025-11-21 12:00:00+00:00,2025-11-21 16:00:00+00:00,2025-11-26 16:00:00+00:00,short,82889.7102,90223.40113986596,0.024383217759152646,-178.8189831650766,-1.899474610843975,1.7403842608165694,-178.978073515104,120.0,30,stop
2025-12-01 04:00:00+00:00,2025-12-01 08:00:00+00:00,2025-12-02 12:00:00+00:00,short,86507.3484,88462.47318781879,0.04893535364229966,-95.67472290673838,-3.852994543258495,-0.12095234853009194,-99.64866979852697,28.0,7,trailing_stop
2025-12-05 20:00:00+00:00,2025-12-06 00:00:00+00:00,2025-12-09 16:00:00+00:00,short,89285.0706,93490.89819121297,0.04131052961159651,-173.74496524807265,-3.397757431966939,0.3605670202234714,-176.7821556598161,88.0,22,stop
2025-12-15 16:00:00+00:00,2025-12-15 20:00:00+00:00,2025-12-17 12:00:00+00:00,short,86132.3859,89797.262691729,0.04646881409734183,-170.30247832451792,-3.678858960578879,0.4969482724671418,-173.48438901262966,40.0,10,stop
2025-12-17 12:00:00+00:00,2025-12-17 16:00:00+00:00,2025-12-19 12:00:00+00:00,short,87179.2812,89003.67131063022,0.04132195575628662,-75.38736743366887,-3.2761008758952936,1.6353736753476693,-77.0280946342165,44.0,11,trailing_stop
