return_pct,cagr,max_dd,pf,wr,trades,sharpe,sortino,fees_total,funding_total,avg_trade_pnl,median_trade_pnl,avg_hold_hours,median_hold_hours,avg_bars_held,median_bars_held,max_qty_pct_of_bar_volume,p95_qty_pct_of_bar_volume
-19.25,-9.34,-22.0,0.78,41.23,114,-0.626,-0.613,412.83,-446.58,-16.89,-37.22,78.07,84.0,19.24,21.0,0.094451,0.017206
