signal_time,entry_time,exit_time,dir,entry,exit,qty,gross_pnl,fees,funding,pnl,hold_hours,reason
2025-04-27 06:00:00+00:00,2025-04-27 08:00:00+00:00,2025-04-28 00:00:00+00:00,long,94036.4027,92785.32252862351,0.08138984764514565,-101.8252245401957,-6.842426288922418,-0.12921405868764074,-108.79686488780575,16.0,trail_stop
2025-05-06 20:00:00+00:00,2025-05-06 22:00:00+00:00,2025-05-06 22:00:00+00:00,short,94672.5318,96621.82075534211,0.07726250545327723,-150.60694854213298,-6.650946430869716,0.0,-157.2578949730027,0.0,stop
2025-06-11 22:00:00+00:00,2025-06-12 00:00:00+00:00,2025-06-12 12:00:00+00:00,long,108677.8667,106706.97337152147,0.0677948432557045,-133.61640427791573,-6.570891662536701,-1.095276538928348,-141.28257247938078,12.0,trail_stop
2025-07-26 04:00:00+00:00,2025-07-26 06:00:00+00:00,2025-07-27 06:00:00+00:00,short,117522.2466,118361.83499999999,0.055939238983417176,-46.965936155304476,-5.937829205852824,3.4090970405168894,-49.49466832064041,24.0,max_hold
2025-08-03 22:00:00+00:00,2025-08-04 00:00:00+00:00,2025-08-05 00:00:00+00:00,short,114151.5837,115038.5027,0.07192015208492751,-63.78734936701142,-7.417523641610554,1.8561242737106811,-69.3487487349113,24.0,max_hold
2025-08-23 12:00:00+00:00,2025-08-23 14:00:00+00:00,2025-08-24 14:00:00+00:00,short,114885.5103,114681.467,0.057999808925279804,11.834472412482981,-5.99167836852932,2.6147480445746942,8.457542088528355,24.0,max_hold
2025-09-24 18:00:00+00:00,2025-09-24 20:00:00+00:00,2025-09-25 16:00:00+00:00,short,113399.6589,111596.46889999999,0.0668503030129405,120.54379788990433,-6.768476694075728,1.8303543848682224,115.60567558069681,20.0,trail_stop
2025-10-13 02:00:00+00:00,2025-10-13 04:00:00+00:00,2025-10-14 04:00:00+00:00,short,114796.5192,113439.3428,0.033630764808045936,45.64288031143036,-3.454085968057633,0.8792590242867805,43.06805336765951,24.0,max_hold
2025-10-19 08:00:00+00:00,2025-10-19 10:00:00+00:00,2025-10-20 10:00:00+00:00,long,107355.7345,110942.9046,0.05512416099519959,197.73974210956555,-5.415088197051617,-0.7334019664809323,191.59125194603303,24.0,max_hold
2025-11-08 00:00:00+00:00,2025-11-08 02:00:00+00:00,2025-11-09 02:00:00+00:00,short,102937.7052,102005.1995,0.04033354374541128,37.611259443795134,-3.7197331254130974,0.7115486108456545,34.60307492922769,24.0,max_hold
2025-11-20 02:00:00+00:00,2025-11-20 04:00:00+00:00,2025-11-21 04:00:00+00:00,short,92434.7556,85816.5808,0.03858236034386546,255.34480495229002,-3.0948107817421717,1.033235610008717,253.28322978055655,24.0,max_hold
2025-11-23 06:00:00+00:00,2025-11-23 08:00:00+00:00,2025-11-24 08:00:00+00:00,short,85738.4253,87003.6995,0.0424417907033075,-53.70050277869483,-3.299168297882801,0.5829591201043336,-56.4167119564733,24.0,max_hold
2025-12-07 20:00:00+00:00,2025-12-07 22:00:00+00:00,2025-12-08 06:00:00+00:00,short,90176.9814,91657.4549853488,0.057007660080009764,-84.3983349109974,-4.6646800831332556,-0.019738652974001257,-89.08275364710467,8.0,trail_stop
2026-01-16 06:00:00+00:00,2026-01-16 08:00:00+00:00,2026-01-17 08:00:00+00:00,short,95641.43490000001,95125.5116,0.0672503161317129,34.69600502471719,-5.773111856822952,1.9227588322955134,30.84565200018975,24.0,max_hold
2026-01-23 18:00:00+00:00,2026-01-23 20:00:00+00:00,2026-01-24 20:00:00+00:00,short,89925.00660000001,89283.9275,0.05744563324977787,36.82719486269782,-4.632646816526496,-0.04380467124115665,32.15074337493017,24.0,max_hold
2026-01-26 16:00:00+00:00,2026-01-26 18:00:00+00:00,2026-01-27 18:00:00+00:00,long,87658.765,87505.2486,0.07083364860802462,-10.874126733168465,-5.583377784651141,-1.1955265221851636,-17.65303104000477,24.0,max_hold
2026-02-06 18:00:00+00:00,2026-02-06 20:00:00+00:00,2026-02-07 20:00:00+00:00,short,70670.9322,69345.9339,0.023870237424324526,31.628024007826184,-1.5040061267475853,-1.0265590046940438,29.097458876384557,24.0,max_hold
2026-02-15 14:00:00+00:00,2026-02-15 16:00:00+00:00,2026-02-16 14:00:00+00:00,long,69066.906,67641.98709704971,0.07010596164920273,-99.89530996345695,-4.3128487874550245,-0.7754603470432869,-104.98361909795527,22.0,trail_stop
2026-03-05 18:00:00+00:00,2026-03-05 20:00:00+00:00,2026-03-06 14:00:00+00:00,long,70898.0891,68625.63454541487,0.045453098779693446,-103.29010134192212,-2.853803516834561,-0.45966963585840115,-106.60357449461509,18.0,trail_stop
2026-04-16 16:00:00+00:00,2026-04-16 18:00:00+00:00,2026-04-17 12:00:00+00:00,short,74293.5699,76685.03909245053,0.06281220705682661,-150.2134580862247,-4.26748484213346,0.2882812621962067,-154.19266166616197,18.0,trail_stop
