return_pct,cagr,max_dd,pf,wr,trades,sharpe,sortino,fees_total,funding_total,avg_trade_pnl,median_trade_pnl,avg_hold_hours,median_hold_hours,p95_hold_hours,max_qty_pct_of_bar_volume,p95_qty_pct_of_bar_volume,total_funding,funding_per_trade,funding_per_hour_held,total_hold_hours
-4.99,-4.56,-6.7,0.57,40.0,20,-1.136,-0.309,97.77,-10.0,-24.93,-41.63,20.1,24.0,24.0,0.014963,0.011237,-10.0,-0.5,-0.0249,402.0
