signal_time,entry_time,exit_time,dir,entry,exit,qty,gross_pnl,fees,funding,pnl,hold_hours,reason
2024-03-11 20:00:00+00:00,2024-03-12 00:00:00+00:00,2024-03-15 00:00:00+00:00,long,72176.6465,68010.9284160849,0.04864681845798264,-202.64893137535302,-3.0688557781534307,-23.47580158523528,-229.1935887387417,72.0,stop
2024-03-20 20:00:00+00:00,2024-03-21 00:00:00+00:00,2024-04-13 20:00:00+00:00,long,67907.3661,61803.54569854775,0.03227704315558239,-197.0132745115985,-1.8840081140422502,-55.755946528425845,-254.6532291540666,572.0,stop
2024-05-17 12:00:00+00:00,2024-05-17 16:00:00+00:00,2024-06-16 08:00:00+00:00,long,67211.15729999999,66272.1124,0.0663482294349729,-62.30396647494075,-3.9853703717036844,-82.94154929968877,-149.2308861463332,712.0,ema_inverse_next_open
2024-07-04 04:00:00+00:00,2024-07-04 08:00:00+00:00,2024-07-14 20:00:00+00:00,short,58173.542700000005,61100.05378066078,0.06510073730875507,-190.51802909325818,-3.494159582561078,5.175292324288742,-188.83689635153053,252.0,stop
2024-07-18 04:00:00+00:00,2024-07-18 08:00:00+00:00,2024-08-02 20:00:00+00:00,long,64737.4154,61531.14043621997,0.05814415246754264,-186.4261403468908,-3.3038001730789177,-30.787900465730374,-220.5178409857001,372.0,stop
2024-08-04 12:00:00+00:00,2024-08-04 16:00:00+00:00,2024-08-23 16:00:00+00:00,short,59103.2637,62844.28477775599,0.04854016435249509,-181.5897779604238,-2.6637093204723623,14.005317931170667,-170.24816934972546,456.0,stop
2024-08-25 00:00:00+00:00,2024-08-25 04:00:00+00:00,2024-08-27 20:00:00+00:00,long,64153.2402,61407.4134728437,0.06517183937277231,-178.9505784076956,-3.6823584387180883,-6.97704981656299,-189.60998666297667,64.0,stop
2024-08-29 16:00:00+00:00,2024-08-29 20:00:00+00:00,2024-09-19 00:00:00+00:00,short,59227.226500000004,61837.545699999995,0.04969086866768352,-129.70902854793226,-2.70711616305295,13.059601267579882,-119.35654344340533,484.0,ema_inverse_next_open
2024-09-18 20:00:00+00:00,2024-09-19 00:00:00+00:00,2024-12-30 04:00:00+00:00,long,61837.545699999995,93760.8633,0.05249407588418489,1675.7850565693352,-3.6755976102769967,-303.0455009396283,1369.06395801943,2452.0,ema_inverse_next_open
2025-01-04 04:00:00+00:00,2025-01-04 08:00:00+00:00,2025-01-08 08:00:00+00:00,long,98328.48969999999,94981.67939236082,0.060214778163624215,-201.5274402302236,-5.238058026901136,-9.889458276894285,-216.65495653401902,96.0,stop
