return_pct,cagr,max_dd,pf,wr,trades,sharpe,sortino,fees_total,funding_total,avg_trade_pnl,median_trade_pnl,avg_hold_hours,median_hold_hours,max_qty_pct_of_bar_volume,p95_qty_pct_of_bar_volume
0.03,0.02,-17.65,1.0,22.22,27,0.089,0.106,110.21,-786.31,0.13,-189.61,520.0,252.0,0.014231,0.010179
